charges_citation,race,age_at_booking,gender,booking_date,jail_id,bail_status,housing_location,charges,bail_amount,discharge_date_earliest
720 ILCS 570 401(d) [11996],BK,33,M,2012-10-17T00:00:00,2012-1017087,None,11-AH-3-407,OTHER AMT METH/ANALOG,100000,None
720 ILCS 5 18-2(a)(2) [12366],BK,25,M,2012-10-17T00:00:00,2012-1017085,NO BOND,08-2S-2-212,ARMED ROBBERY/ARMED W/FIREARM,None,2013-01-05T06:43:16.448328
625 ILCS 5 11-501(a) [14019],BK,48,M,2012-10-17T00:00:00,2012-1017083,None,03-A-1-18-2,AGG DUI LIC SUSP OR REVOKED,50000,None
720 ILCS 5 19-4(a) [1120500],BK,56,M,2012-12-15T22:40:05.801326,2012-1017082,NO BOND,03-AX-D3-1-,,None,2012-12-14T23:43:54.163532
720 ILCS 5 19-1(a) [1110000],BK,52,M,2012-10-17T00:00:00,2012-1017076,None,15-EM,BURGLARY,20000,2012-12-23T10:06:54.238068
720 ILCS 570 402(c) [5101110],WH,53,M,2012-10-17T00:00:00,2012-1017074,NO BOND,05-A-2-4-1,POSS AMT CON SUB EXCEPT(A)/(D),25000,2013-01-18T05:52:53.031262
720 ILCS 570 402(c) [5101110],BK,19,M,2012-10-17T00:00:00,2012-1017073,None,02-D4-OU-1-,POSS AMT CON SUB EXCEPT(A)/(D),30000,2012-12-29T00:05:22.912317
720 ILCS 5 18-2(a)(2) [12366],BK,16,F,2012-10-17T00:00:00,2012-1017072,NO BOND,04-N-1-20-2,ARMED ROBBERY/ARMED W/FIREARM,None,None
730 ILCS 150 3(a) [11411],BK,56,M,2012-10-17T00:00:00,2012-1017067,None,10-C-2-21-2,SEX OFFENDER REGIS/FALSE INFO,300000,None
720 ILCS 5 9-1(a)(1) [735000],LT,45,M,2012-10-17T00:00:00,2012-1017065,NO BOND,01-F-4-5-1,MURDER/INTENT TO KILL/INJURE,None,None
720 ILCS 5 16A-3(a) [15599],WH,44,M,2012-12-22T13:24:29.351735,2012-1017047,NO BOND,02-D1-D-2-D,RET THEFT/DISP MERCH/,30000,2012-12-21T00:20:57.589304
720 ILCS 5 18-2(a)(2) [12366],BK,18,M,2012-10-17T00:00:00,2012-1017017,None,06-B-2-16-2,ARMED ROBBERY/ARMED W/FIREARM,150000,None
720 ILCS 5 12-11.1 [995300],LW,18,F,2012-10-17T00:00:00,2012-1017010,None,04-Q-2-10-1,UNLAWFUL VEHICULAR INVASION,250000,None
720 ILCS 5 16A-3(a) [1060000],WH,50,M,2012-12-15T03:10:56.302987,2012-1017008,NO BOND,10-A-3-10-1,AGG BATTERY/PEACE OFFICER,None,2012-12-14T00:24:56.402570
720 ILCS 5 12-3.2(a)(1) [10416,WH,58,M,2012-12-18T02:02:37.030159,2012-1017006,None,03-AX-E1-1-,DOMESTIC BATTERY/BODILY HARM,10000,2012-12-17T01:36:02.797570
720 ILCS 5 12-3.2(a)(1) [10416,AS,21,M,2012-10-17T00:00:00,2012-1017004,NO BOND,14-B3-4-30-,,None,2013-01-14T07:51:37.801104
625 ILCS 5 11-501(a)(1) [14721,BK,28,F,2012-10-17T00:00:00,2012-1017003,NO BOND,17-SFFP,DUI ALC/INTOX COMPOUND/DRUG,None,None
720 ILCS 570 402(c) [5101110],BK,51,F,2012-10-17T00:00:00,2012-1017002,NO BOND,04-N-1-5-2,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
720 ILCS 5 31-1 [1330000],LW,35,M,2012-10-17T00:00:00,2012-1017001,NO BOND,14-B4-3-01-,,None,None
720 ILCS 5 18-2(a)(2) [12366],BK,22,M,2012-10-16T00:00:00,2012-1016208,NO BOND,11-DB-1-107,ARMED ROBBERY/ARMED W/FIREARM,None,None
720 ILCS 5 24-1.7(a) [13855],BK,28,M,2012-10-16T00:00:00,2012-1016206,NO BOND,06-Q-1-9-2,ARMED HABITUAL CRIMINAL,None,None
720 ILCS 5 19-1(a) [1110000],BK,22,M,2012-10-16T00:00:00,2012-1016203,NO BOND,02-D4-NU-1-,BURGLARY,None,None
000,BK,37,M,2012-10-16T00:00:00,2012-1016198,NO BOND,14-B3-4-30-,BATTERY/DOMESTIC,None,2013-01-18T06:50:03.075804
720 ILCS 5 19-1(a) [1110000],BK,21,M,2012-10-16T00:00:00,2012-1016195,NO BOND,02-D3-HH-3-,BURGLARY,None,2013-01-07T07:43:43.954665
720 ILCS 5 12-3 [930000],BK,24,F,2012-10-16T00:00:00,2012-1016191,None,17-WR-N-D-3,BATTERY,50000,2013-01-17T05:13:17.054096
720 ILCS 5 16-1(a)(4)(A) [1016,BK,39,M,2012-10-16T00:00:00,2012-1016181,None,15-EM,THEFT/STOLEN/INTENT/,20000,None
720 ILCS 5 12-3.4(a)(1) [16128,BK,46,M,2012-10-16T00:00:00,2012-1016179,NO BOND,03-A-1-22-2,,None,None
720 ILCS 5 12-4.3(a) [10894],BK,34,M,2012-10-16T00:00:00,2012-1016174,NO BOND,11-CB-1-206,AGG BATTERY OF A CHILD,None,None
720 ILCS 5 12-3.05(a)(5) [1609,BK,28,F,2012-10-16T00:00:00,2012-1016168,None,04-Q-2-14-1,AGG BTRY/STRANGLE/GRT BOD HARM,250000,None
720 ILCS 5 11-20.1B(a)(6) [160,WH,22,M,2012-10-16T00:00:00,2012-1016163,Bond in Process,15-EM,AGG CHILD PORN/POSS FILM/PHOTO,None,None
625 ILCS 5 11-1006(a) [10566],BK,19,M,2012-12-18T02:02:37.207446,2012-1016157,NO BOND,02-D2-R-2-R,POSS AMT CON SUB EXCEPT(A)/(D),None,2012-12-16T23:59:57.205455
720 ILCS 5 12-3.2(a)(1) [10416,BK,24,M,2012-12-22T12:22:36.327763,2012-1016150,NO BOND,11-DJ-3-408,,None,2012-12-29T01:27:51.938539
720 ILCS 570 407(b)(2) [512539,BK,49,M,2012-10-16T00:00:00,2012-1016147,None,15-EM,AMT NARC SCHED I/II/SCH/HS/PK,30000,None
720 ILCS 5 19-1(a) [1110000],AS,41,M,2012-10-16T00:00:00,2012-1016146,None,11-BD-1-105,BURGLARY,100000,2013-01-05T06:43:31.624872
720 ILCS 570 402(c) [5101110],BK,49,M,2012-10-16T00:00:00,2012-1016140,NO BOND,C SHIPMENT,POSS AMT CON SUB EXCEPT(A)/(D),80000,2013-01-11T07:37:12.339525
720 ILCS 5 16G-15(a)(1) [13117,BK,23,F,2012-10-16T00:00:00,2012-1016124,NO BOND,04-K-1-16-1,,None,None
720 ILCS 570 402(c) [5101110],BK,47,M,2012-10-16T00:00:00,2012-1016122,None,05-H-1-6-2,POSS AMT CON SUB EXCEPT(A)/(D),30000,None
720 ILCS 5 18-2(a)(1) [12365],BK,23,M,2012-10-16T00:00:00,2012-1016118,None,01-E-2-2-2,ARMED ROBBERY/NO FIREARM,250000,None
720 ILCS 570 402(c) [5101110],BK,57,M,2012-10-16T00:00:00,2012-1016114,None,06-A-1-7-2,POSS AMT CON SUB EXCEPT(A)/(D),80000,None
720 ILCS 5 19-1(a) [1110000],BK,45,M,2012-10-16T00:00:00,2012-1016109,None,09-3C-3-316,BURGLARY,100000,None
625 ILCS 5 6-303(a) [13526],BK,33,M,2012-10-16T00:00:00,2012-1016106,None,02-D4-RU-1-,DRVG ON SUSP LICENSE/FTA,30000,None
720 ILCS 5 24-1.6(a)(2) [13535,BK,47,M,2012-10-16T00:00:00,2012-1016102,None,15-EM,AGG UUW W/ BODY ARMOR/PUBLIC,20000,None
720 ILCS 5 19-1(a) [1110000],BK,21,M,2012-10-16T00:00:00,2012-1016101,None,05-B-1-11-2,BURGLARY,80000,None
720 ILCS 5 24-1.1(a) [1214500],BK,28,M,2012-10-16T00:00:00,2012-1016097,None,06-J-1-10-2,FELON POSS/USE WEAPON/FIREARM,125000,None
720 ILCS 5 19-1(a) [1110000],WH,36,M,2012-10-16T00:00:00,2012-1016095,None,14-B3-2-24-,BURGLARY,60000,None
720 ILCS 5 24-1.7(a) [13855],BK,44,M,2012-10-16T00:00:00,2012-1016092,None,01-C-2-2-2,ARMED HABITUAL CRIMINAL,125000,None
720 ILCS 570 402(c) [5101110],BK,21,M,2012-10-16T00:00:00,2012-1016090,None,09-3C-3-316,POSS AMT CON SUB EXCEPT(A)/(D),7000,None
720 ILCS 5 24-1.7(a) [13855],BK,24,M,2012-10-16T00:00:00,2012-1016087,None,11-CF-3-407,ARMED HABITUAL CRIMINAL,125000,None
720 ILCS 5 24-1(a)(9) [10658],BK,23,M,2012-10-16T00:00:00,2012-1016084,None,06-N-2-19-2,CARRY/POSS CONCEALED GUN/2ND,20000,2012-12-15T03:08:22.169102
720 ILCS 570 407(b)(1) [512538,BK,35,M,2012-10-16T00:00:00,2012-1016080,None,06-P-1-12-1,MFG/DEL HEROIN/SCH/PUB HS/PK,125000,None
720 ILCS 570 402(c) [5101110],BK,51,M,2012-10-16T00:00:00,2012-1016079,None,02-D3-BB-2-,POSS AMT CON SUB EXCEPT(A)/(D),60000,None
720 ILCS 5 19-3(a) [1120000],WH,38,M,2012-10-16T00:00:00,2012-1016070,None,03-A-1-15-1,RESIDENTIAL BURGLARY,100000,None
720 ILCS 570 401(a)(2)(D) [509,WH,34,M,2012-10-16T00:00:00,2012-1016069,Bond in Process,15-EM,MFG/DEL 900+ GR COCAINE/ANLG,None,None
625 ILCS 5 4-103(a)(1) [571000,WH,37,M,2012-10-16T00:00:00,2012-1016062,None,02-D2-S-2-S,RECEIVE/POSS/SELL STOLEN VEH,75000,2013-01-08T07:19:53.437181
720 ILCS 550 4(c) [5015200],BK,25,M,2012-10-16T00:00:00,2012-1016053,NO BOND,15-DR,POSS CANNABIS/10-30 GRAM/1ST,None,None
720 ILCS 570 402(c) [5101110],BK,49,M,2012-12-17T23:43:22.968677,2012-1016040,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),25000,2012-12-15T20:23:03.852248
720 ILCS 570 402(c) [5101110],BK,54,M,2012-12-20T03:23:01.630006,2012-1016039,None,02-D4-QL-1-,POSS AMT CON SUB EXCEPT(A)/(D),25000,2012-12-18T00:34:25.213546
720 ILCS 5 17-3(a)(2) [15962],BK,23,F,2012-12-22T12:51:28.613911,2012-1016029,None,17-SFFP,FORGERY/ISSUE DOCUMENT/1 UPC,10000,2012-12-23T11:29:37.383187
720 ILCS 5 24-3.1(a)(1) [10689,BK,18,M,2012-10-16T00:00:00,2012-1016025,NO BOND,TRANSIT,UNLAWFUL POSSESSION OF HANDGUN,None,2013-01-08T07:05:21.475793
720 ILCS 550 4(d) [5015400],BK,24,M,2012-12-18T02:02:35.032946,2012-1016009,NO BOND,05-L-2-4-2,REGIS EXPIRATION/1ST & 2ND,None,2012-12-16T23:57:20.861279
720 ILCS 5 19-1(a) [1110000],BK,53,M,2012-10-16T00:00:00,2012-1016006,None,08-2S-2-212,BURGLARY,10000,None
720 ILCS 570 407(b)(2) [512539,BK,52,M,2012-10-15T00:00:00,2012-1015197,NO BOND,14-B3-2-36-,AMT NARC SCHED I/II/SCH/HS/PK,None,None
720 ILCS 5 21-2 [1155000],WH,44,M,2012-10-15T00:00:00,2012-1015193,NO BOND,02-D2-P-2-P,,None,2013-01-02T23:44:13.561112
720 ILCS 5 11-1.40(a)(2)(C) [1,BK,33,M,2012-10-15T00:00:00,2012-1015192,NO BOND,10-D-2-20-2,PRED CRIM SEX ASLT/BODILY HARM,None,None
720 ILCS 570 402(c) [5101110],BK,38,M,2012-10-15T00:00:00,2012-1015181,Bond in Process,TRANSIT,POSS AMT CON SUB EXCEPT(A)/(D),10000,2013-01-05T05:23:34.129860
720 ILCS 5 16-1(a)(1) [1014000,WH,21,F,2012-10-15T00:00:00,2012-1015173,None,17-MOMS,THEFT/UNAUTHD CON/,50000,None
625 ILCS 5 11-501(a) [14041],LT,33,M,2012-10-15T00:00:00,2012-1015170,NO BOND,14-B4-2-37-,AGG DUI/NO VALID DL,20000,None
720 ILCS 570 402(c) [5101110],WH,18,F,2012-12-22T13:24:30.376793,2012-1015166,None,17-WR-S-E-3,POSS AMT CON SUB EXCEPT(A)/(D),100000,2012-12-21T01:33:25.830239
720 ILCS 5 16A-3(a) [1060000],BK,48,M,2012-10-15T00:00:00,2012-1015161,None,14-B3-2-19-,RET THEFT/DISP MERCH/,75000,None
625 ILCS 5 6-303(a) [13526],BK,27,M,2012-10-15T00:00:00,2012-1015160,None,15-EM,DRVG ON SUSP LICENSE/FTA,20000,None
720 ILCS 5 9-1(a)(1) [735000],B,55,M,2012-10-15T00:00:00,2012-1015156,NO BOND,01-G-1-7-1,MURDER/INTENT TO KILL/INJURE,None,None
720 ILCS 550 4(d) [5015500],BK,25,M,2012-10-15T00:00:00,2012-1015155,NO BOND,15-EM,POSS CANNABIS/30-500 GRAM/SUBQ,None,None
625 ILCS 5 11-501(a) [12809],LT,48,M,2012-10-15T00:00:00,2012-1015153,NO BOND,15-EM,,None,None
520 ILCS 5 1.22 [5200500],BK,20,M,2012-10-15T00:00:00,2012-1015146,NO BOND,08-2E-2-216,RESIST/OBSTRUCT OFFICER,None,2013-01-12T06:37:10.289419
720 ILCS 570 407(b)(1) [512538,BK,27,M,2012-10-15T00:00:00,2012-1015122,None,15-DR,MFG/DEL COCAINE/SCH/PUB HS/PK,50000,None
720 ILCS 5 12-3.05(d)(4) [1610,BK,21,M,2012-10-15T00:00:00,2012-1015118,None,11-CJ-3-308,AGG BATTERY/PEACE OFFICER,50000,None
720 ILCS 550 5.2(c) [10364],BK,25,M,2012-12-18T02:02:37.097226,2012-1015117,None,11-DJ-3-303,MFG/DEL CAN 10,60000,2012-12-16T23:59:41.561548
720 ILCS 5 12-3.2(a)(1) [12238,BK,43,M,2012-10-15T00:00:00,2012-1015113,None,10-A-1-4-2,DOMESTIC BATTERY/OTHER PRIOR,100000,2012-12-15T00:12:08.324996
720 ILCS 5 24-1.6(a)(2) [12477,LW,21,M,2012-12-20T03:23:05.069279,2012-1015110,None,02-D2-M-1-M,AGG UUW/ON PERSON,40000,2012-12-18T01:29:48.592531
720 ILCS 5 19-3(a) [1120000],WH,47,M,2012-12-14T03:06:15.267659,2012-1015108,None,03-AX-C1-1-,RESIDENTIAL BURGLARY,100000,2012-12-13T02:50:26.106729
720 ILCS 5 18-2(a)(2) [12366],BK,18,M,2012-10-15T00:00:00,2012-1015087,None,11-BC-1-208,ARMED ROBBERY/ARMED W/FIREARM,250000,None
720 ILCS 570 407(b)(1) [512538,BK,20,M,2012-10-15T00:00:00,2012-1015079,None,10-B-1-24-1,MFG/DEL COCAINE/SCH/PUB HS/PK,100000,None
720 ILCS 5 12-3.2(a)(1) [10416,WH,38,M,2012-10-15T00:00:00,2012-1015078,None,11-DH-3-410,DOMESTIC BATTERY/BODILY HARM,75000,None
720 ILCS 5 24-1.1(a) [12309],BK,22,M,2012-10-15T00:00:00,2012-1015066,NO BOND,C FEMALE,FELON POSS/USE WEAPON/FIREARM,100000,2013-01-04T07:46:18.853835
720 ILCS 570 401.5(a-5) [12006,BK,40,M,2012-10-15T00:00:00,2012-1015059,None,09-2G-2-228,POSS ANY SUB WITH INTENT,100000,None
625 ILCS 5 6-303(a) [14056],BK,27,M,2012-10-15T00:00:00,2012-1015058,NO BOND,15-DR,DRIVING RVK/SUSP DUI/SSS 2ND,None,None
720 ILCS 570 402(c) [5101110],BK,21,M,2012-10-15T00:00:00,2012-1015050,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),15000,None
720 ILCS 5 11-1.20(a)(3) [1579,LW,45,M,2012-10-15T00:00:00,2012-1015038,None,01-F-1-15-1,CRIM SEX ASLT/FAMILY MEMBER,300000,None
720 ILCS 550 4(d) [5015400],BK,33,F,2012-12-22T13:24:31.984739,2012-1015036,None,17-SFFP,POSS CANNABIS/30-500 GRAM/1ST,10000,2012-12-21T03:02:16.922052
625 ILCS 5 11-501(a) [12809],WH,39,M,2012-12-20T23:58:02.270158,2012-1015020,NO BOND,05-A-2-11-2,,None,2012-12-13T23:35:18.744799
720 ILCS 5 18-2(a) [1105000],BK,17,M,2012-10-15T00:00:00,2012-1015007,None,10-B-3-6-1,ARMED ROBBERY,100000,None
720 ILCS 5 18-2(a)(2) [12366],BK,17,M,2012-10-15T00:00:00,2012-1015001,None,11-CG-3-304,ARMED ROBBERY/ARMED W/FIREARM,300000,None
720 ILCS 570 401(c)(1) [13009],BK,27,M,2012-10-14T00:00:00,2012-1014195,None,11-BA-1-101,MFG/DEL 1,80000,None
720 ILCS 550 4(d) [5015400],BK,38,M,2012-10-14T00:00:00,2012-1014194,None,15-EM,POSS CANNABIS/30-500 GRAM/1ST,50000,None
720 ILCS 5 19-3(a) [1120000],WH,42,M,2012-10-14T00:00:00,2012-1014190,None,08-3S-3-310,RESIDENTIAL BURGLARY,50000,None
720 ILCS 5 19-3(a) [1120000],WH,17,M,2012-10-14T00:00:00,2012-1014189,Bond in Process,15-EM,RESIDENTIAL BURGLARY,None,None
720 ILCS 5 17-3 [11968],BK,39,M,2012-10-14T00:00:00,2012-1014171,None,11-DF-3-302,FORGERY,20000,None
720 ILCS 5 9-1(a)(1) [735000],BK,19,M,2012-10-14T00:00:00,2012-1014168,NO BOND,01-D-1-16-2,MURDER/INTENT TO KILL/INJURE,None,None
720 ILCS 5 19-3(a) [1120000],LT,20,M,2012-10-14T00:00:00,2012-1014161,None,02-D3-HH-3-,RESIDENTIAL BURGLARY,50000,None
720 ILCS 5 17-3(a)(2) [1080100,BK,25,M,2012-10-14T00:00:00,2012-1014159,None,02-D4-RU-1-,FORGERY/ISSUE/DELIVER DOCUMENT,10000,None
720 ILCS 570 401(c)(1) [13009],BK,37,M,2012-10-14T00:00:00,2012-1014155,None,01-G-4-16-1,MFG/DEL 1,60000,2012-12-17T00:10:23.746930
625 ILCS 5 11-204.1 [5965500],BK,22,M,2012-10-14T00:00:00,2012-1014152,NO BOND,06-H-1-1-2,AGG FLEEING POLICE/1ST,60000,2013-01-18T06:21:29.284674
720 ILCS 5 12-4(b)(6) [935600],BK,21,M,2012-10-14T00:00:00,2012-1014151,None,05-J-2-10-2,AGG BATTERY/PEACE OFFICER,60000,None
720 ILCS 5 24-1.6(a)(2) [12477,BK,34,M,2012-10-14T00:00:00,2012-1014149,None,02-D2-W-3-W,AGG UUW/ON PERSON,100000,None
720 ILCS 5 18-2(a)(2) [12366],BK,18,M,2012-10-14T00:00:00,2012-1014124,None,15-EM,ARMED ROBBERY/ARMED W/FIREARM,50000,None
720 ILCS 5 12-3.2(a)(1) [10416,WH,44,M,2012-10-14T00:00:00,2012-1014115,NO BOND,02-D2-S-2-S,DOMESTIC BATTERY/BODILY HARM,25000,None
720 ILCS 5 12-3(a)(1) [10529],WH,34,M,2012-10-14T00:00:00,2012-1014109,NO BOND,02-D3-BB-2-,,None,2013-01-19T07:20:38.379858
720 ILCS 5 12-3.2(a)(1) [10416,BK,29,M,2012-10-14T00:00:00,2012-1014107,NO BOND,01-D-1-8-1,,None,2012-12-19T23:28:22.196704
720 ILCS 5 19-3(a) [1120000],BK,19,F,2012-10-14T00:00:00,2012-1014105,NO BOND,04-N-1-4-2,RESIDENTIAL BURGLARY,100000,2013-01-15T06:16:58.187348
720 ILCS 5 12-3.05(f)(1) [1612,LT,24,F,2012-10-14T00:00:00,2012-1014101,None,04-Q-2-22-2,AGG BATTERY/USE DEADLY WEAPON,500000,None
720 ILCS 5 12-3.2(a)(1) [10416,BK,39,M,2012-10-14T00:00:00,2012-1014082,NO BOND,14-B3-2-20-,,None,None
720 ILCS 5 9-1(a)(1) [735000],BK,17,M,2012-10-14T00:00:00,2012-1014081,None,09-3A-3-313,MURDER/INTENT TO KILL/INJURE,1000000,2012-12-19T23:27:52.319338
625 ILCS 5 11-501(a)(2) [14722,WH,26,F,2012-10-14T00:00:00,2012-1014077,None,04-L-2-8-1,DRVG UNDER INFLU OF ALCOHOL,500,None
720 ILCS 570 401(c)(1) [13009],BK,19,M,2012-10-14T00:00:00,2012-1014073,None,15-DR,MFG/DEL 1,10000,None
720 ILCS 570 407(b)(1) [512538,BK,23,M,2012-10-14T00:00:00,2012-1014070,NO BOND,14-B3-1-38-,MFG/DEL HEROIN/SCH/PUB HS/PK,None,None
720 ILCS 5 24-1.6(a)(1) [12474,BK,30,M,2012-12-22T13:24:29.513815,2012-1014067,None,11-CF-3-307,AGG UNLAWFUL USE OF WEAPON/VEH,100000,2012-12-21T02:07:31.387073
720 ILCS 570 401(d) [11996],BK,36,M,2012-12-22T13:24:32.071589,2012-1014061,NO BOND,05-E-1-13-1,OTHER AMT METH/ANALOG,100000,2012-12-21T00:58:50.605491
720 ILCS 570 402(c) [5101110],BK,19,M,2012-10-14T00:00:00,2012-1014057,NO BOND,15-DR,POSS AMT CON SUB EXCEPT(A)/(D),None,None
720 ILCS 5 24-1.6(a)(1) [12474,WH,17,M,2012-10-14T00:00:00,2012-1014054,None,11-DC-1-207,AGG UNLAWFUL USE OF WEAPON/VEH,30000,2012-12-21T02:20:21.558738
720 ILCS 570 401(e) [5097300],BK,38,M,2012-10-14T00:00:00,2012-1014053,None,14-B4-4-11-,OTHER NON-NARCOTIC SCHED I&II,100000,None
720 ILCS 570 402(a)(1)(A) [510,BK,45,M,2012-10-14T00:00:00,2012-1014051,None,09-1G-1-108,POSSESS 15,100000,None
720 ILCS 570 401(d) [11996],BK,18,M,2012-10-14T00:00:00,2012-1014048,None,02-D2-V-3-V,OTHER AMT METH/ANALOG,100000,None
720 ILCS 5 24-1.1(a) [1214500],BK,29,M,2012-10-14T00:00:00,2012-1014046,None,11-BJ-3-406,FELON POSS/USE WEAPON/FIREARM,150000,None
720 ILCS 550 5(b) [5020100],BK,27,M,2012-12-22T13:24:29.976350,2012-1014034,NO BOND,11-CG-3-309,MFG/DEL CAN 2.5,30000,2012-12-21T02:25:26.733771
625 ILCS 5 6-303(a) [13526],BK,35,M,2012-10-14T00:00:00,2012-1014030,NO BOND,02-D2-O-2-O,AGGRAVATED DOMESTIC BATTERY,None,None
720 ILCS 5 12-3.2(a)(2) [10418,BK,36,M,2012-10-14T00:00:00,2012-1014027,None,02-D2-P-2-P,DOMESTIC BTRY/PHYSICAL CONTACT,50000,None
720 ILCS 5 24-1.1(a) [1214500],BK,22,M,2012-10-14T00:00:00,2012-1014025,None,09-2B-2-230,FELON POSS/USE WEAPON/FIREARM,150000,2013-01-06T07:11:44.767095
720 ILCS 5 24-1.6(a)(1) [12474,BK,20,M,2012-12-22T13:24:32.726688,2012-1014024,NO BOND,11-AB-1-206,AGG UNLAWFUL USE OF WEAPON/VEH,20000,2012-12-21T00:28:55.884540
720 ILCS 5 16A-3(a) [1060000],BK,49,M,2012-10-14T00:00:00,2012-1014020,NO BOND,14-B4-3-37-,RET THEFT/DISP MERCH/,None,None
625 ILCS 5 6-303(a) [14057],BK,50,M,2012-10-14T00:00:00,2012-1014015,NO BOND,C FEMALE,DRVG ON SUSP LICENSE/FTA,15000,2013-01-15T07:15:47.595278
720 ILCS 5 12-1(a) [920000],BK,20,M,2012-10-14T00:00:00,2012-1014002,NO BOND,06-J-2-14-1,MFG/DEL 10-15 GR HEROIN/ANLG,None,2013-01-14T07:20:55.958189
720 ILCS 5 24-1.6(a)(1) [12474,BK,18,M,2012-10-13T00:00:00,2012-1013202,None,02-D3-GG-3-,AGG UNLAWFUL USE OF WEAPON/VEH,75000,None
720 ILCS 5 12-3.3(a) [12300],BK,55,M,2012-10-13T00:00:00,2012-1013191,None,02-D1-B-2-B,AGGRAVATED DOMESTIC BATTERY,100000,None
720 ILCS 5 24-1.1(a) [1214500],BK,25,M,2012-10-13T00:00:00,2012-1013187,None,06-R-2-4-1,FELON POSS/USE WEAPON/FIREARM,100000,None
625 ILCS 5 6-303(a) [13526],BK,33,M,2012-10-13T00:00:00,2012-1013183,None,15-EM,DRVG ON SUSP LICENSE/FTA,15000,None
720 ILCS 5 24-1.6(a)(1) [12474,BK,18,M,2012-10-13T00:00:00,2012-1013180,None,02-D4-OU-1-,AGG UNLAWFUL USE OF WEAPON/VEH,70000,None
625 ILCS 5 6-101 [12933],LW,46,M,2012-10-13T00:00:00,2012-1013169,Bond in Process,10-B-1-23-2,DL EXPIRED MORE THAN A YEAR,None,2013-01-20T06:57:26.101682
625 ILCS 5 11-501(a) [14705],WH,44,M,2012-10-13T00:00:00,2012-1013160,NO BOND,05-J-1-17-2,FLS PERSONATN/OFF/FORC FELONY,None,2013-01-14T06:25:58.903073
720 ILCS 5 24-1.1(a) [1214500],BK,27,M,2012-10-13T00:00:00,2012-1013157,None,02-D3-HH-3-,FELON POSS/USE WEAPON/FIREARM,55000,None
720 ILCS 570 401(a)(7.5)(A)(ii,BK,24,M,2012-10-13T00:00:00,2012-1013153,NO BOND,02-D4-LU-1-,MFG 15>200 PILLS ECSTASY/ANLG,50000,None
720 ILCS 5 16-1(a)(1) [15467],BK,26,M,2012-12-22T10:40:50.641615,2012-1013151,None,15-EM,THEFT/UNAUTHD CONTROL/>500,5000,2012-12-23T09:16:43.605703
720 ILCS 5 19-1(a) [1110000],BK,29,M,2012-10-13T00:00:00,2012-1013147,NO BOND,16-BC-B2-AA,,None,None
720 ILCS 570 402(c) [5101110],BK,20,M,2012-10-13T00:00:00,2012-1013146,None,02-D3-EE-2-,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
625 ILCS 5 11-501(a) [13665],BK,33,M,2012-10-13T00:00:00,2012-1013144,Bond in Process,02-D1-C-2-C,DOMESTIC BTRY/PHYSICAL CONTACT,None,2012-12-30T18:24:47.966030
720 ILCS 5 19-3(a) [1120000],BK,20,M,2012-10-13T00:00:00,2012-1013142,None,02-D3-CC-2-,RESIDENTIAL BURGLARY,50000,None
720 ILCS 5 12-3.2 [930200],BK,22,M,2012-10-13T00:00:00,2012-1013141,NO BOND,05-C-1-3-2,,None,2013-01-18T07:36:15.090571
720 ILCS 570 407(b) [5125325],BK,25,M,2012-10-13T00:00:00,2012-1013128,NO BOND,05-J-2-4-1,18+ DEL SUB,None,2012-12-28T23:25:28.824266
720 ILCS 5 16A-3(a) [1060000],BK,46,M,2012-10-13T00:00:00,2012-1013111,None,14-B4-4-44-,RET THEFT/DISP MERCH/,20000,None
720 ILCS 570 402(c) [5101110],BK,27,M,2012-10-13T00:00:00,2012-1013109,None,15-EM,POSS AMT CON SUB EXCEPT(A)/(D),25000,None
720 ILCS 570 402(c) [5101110],BK,22,M,2012-10-13T00:00:00,2012-1013108,None,11-AG-3-406,POSS AMT CON SUB EXCEPT(A)/(D),50000,None
720 ILCS 570 402(c) [5101110],BK,49,M,2012-12-22T13:24:32.143918,2012-1013106,NO BOND,01-E-1-2-2,POSS AMT CON SUB EXCEPT(A)/(D),35000,2012-12-21T00:15:02.479955
720 ILCS 5 24-1.1(a) [1214500],BK,42,M,2012-10-13T00:00:00,2012-1013098,None,05-G-1-14-1,FELON POSS/USE WEAPON/FIREARM,50000,None
720 ILCS 570 402(c) [5101110],BK,29,M,2012-10-13T00:00:00,2012-1013095,None,11-AB-1-212,POSS AMT CON SUB EXCEPT(A)/(D),15000,None
720 ILCS 5 16A-3(a) [1060000],LW,44,F,2012-10-13T00:00:00,2012-1013093,None,17-SFFP,RET THEFT/DISP MERCH/,50000,None
625 ILCS 5 4-103.2(a)(3) [5712,BK,19,M,2012-10-13T00:00:00,2012-1013092,None,10-B-3-14-2,"POSS STOLEN VEHICLE > $25,000",400000,None
720 ILCS 5 18-3(a) [10063],LT,29,M,2012-10-13T00:00:00,2012-1013089,NO BOND,01-A-4-13-2,VEHICULAR HIJACKING,300000,None
720 ILCS 550 5.2(c) [10364],BK,30,M,2012-10-13T00:00:00,2012-1013088,None,02-D4-RU-1-,MFG/DEL CAN 10,20000,None
